Year,Month,Day,Country,State,Region,City,Latitude,Longitude,AttackType,Killed,Wounded,Target,Summary,Group,Target_type,Weapon_type
2012,3,30,Yemen,Adan,Middle East & North Africa,Darim,12.825748,44.79438,Armed Assault,2,0,Civilians,"03/30/2012: Gunmen shot and killed two people as they were leaving a mosque in Darim district, Adan governorate, Yemen. The victims were members of the Assal tribe, and one of them was an intelligence officer. The specific motive behind this attack is unknown; however, tribal members stated that it was carried out by Al-Qa'ida in the Arabian Peninsula (AQAP) as revenge for the tribe having driven AQAP out of the town of Mudia.",Al-Qaida in the Arabian Peninsula (AQAP),Private Citizens & Property,Firearms
2012,3,31,Yemen,Adan,Middle East & North Africa,Aden,12.825647,44.846416,Armed Assault,29,13,Checkpoint,"03/31/2012: Gunmen stormed a military checkpoint in Al-Mualla district, Adan governorate, Yemen. The attackers killed 20 soldiers and wounded 11 others. The soldiers returned fire, killing nine assailants and wounding two others. Ansar Al-Sharia claimed responsibility for the incident but stated that 30 soldiers had been killed.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
2012,3,31,Yemen,Lahij,Middle East & North Africa,Unknown,13.148959,44.85055,Assassination,0,1,Deputy Director: Colonel Abbud Fadl Awad,"03/31/2012: Gunmen on a motorcycle shot and wounded the Deputy Director of Political Security, Colonel Abbud Fadl Awad, outside of the Political Security office in Lahij governorate, Yemen. No group claimed responsibility for this attack; however, sources attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Government (General),Firearms
2012,3,31,Yemen,Ad Dali,Middle East & North Africa,Dali,13.702663,44.73357,Armed Assault,1,0,Forces,"03/31/2012: Gunmen shot and killed a young man while he was driving his car in Ad Dali town, Ad Dali governorate, Yemen. While no group claimed responsibility for this attack, sources indicated that the ambush was set up by Ansar al-Shariah and was meant to target security vehicles.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
2012,3,31,Yemen,Ad Dali,Middle East & North Africa,Dali,13.702663,44.73357,Armed Assault,3,,Post,"03/31/2012: Gunmen attacked a military post in eastern Ad Dali town, Ad Dali governorate, Yemen. Three soldiers were killed, and an unknown number of others were wounded. No group claimed responsibility for the attack; however, sources indicated that the gunmen may have been affiliated with Ansar al-Sharia.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
2012,3,31,Yemen,Hadramawt,Middle East & North Africa,Mukalla,14.54397,49.12458,Bombing/Explosion,0,0,Officer: Abdullah Al Arasi,"03/31/2012: Assailants planted an explosive device on a car belonging to a security officer in Al Mukalla city, Hadramawt governorate, Yemen. The explosive detonated, injuring no one but destroying the car. No group claimed responsibility for the incident.",Unknown,Military,Explosives
2012,4,1,Yemen,Hadramawt,Middle East & North Africa,Shibam,15.914915,48.650745,Armed Assault,7,0,Checkpost,"04/01/2012: Assailants attacked a military post in Shibam district, Hadramawt governorate, Yemen. Seven soldiers were killed. There was no claim of responsibility for this attack; however, sources suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
2012,4,2,Yemen,Adan,Middle East & North Africa,Aden,12.825647,44.846416,Bombing/Explosion,0,0,Badar Brigade: Soldiers,"04/02/2012: Three mortars landed near the Badar army brigade in Khormaksar area, Adan governorate, Yemen. There were no reported injuries or damage resulting from the attack. No group claimed responsibility; however, authorities suspected that Al-Qaida in the Arabian Peninsula (AQAP) was involved.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Explosives
2012,4,2,Yemen,Shabwah,Middle East & North Africa,Balhaf,13.990227,48.18108,Bombing/Explosion,0,0,Liquefied Natural Gas (LNG) Pipeline,"04/02/2012: An explosive device detonated near a liquefied natural gas pipeline in Balhaf town, Shabwah governorate, Yemen. There were no reported casualties; however, the pipeline was damaged in the explosion. Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for the attack, stating that it was in retaliation for the death of five of the group's members in a drone strike the previous week.",Al-Qaida in the Arabian Peninsula (AQAP),Utilities,Explosives
2012,4,6,Yemen,Adan,Middle East & North Africa,Mansura,12.867085,44.981911,Bombing/Explosion,2,0,Political Security Intelligence Agency Branch,"04/06/2012: Two suicide bombers in an explosives-laden vehicle detonated near the military intelligence bureau in Al Mansoura district, Adan governorate, Yemen. The explosives detonated at the gate of the building, and only the two assailants were killed. This was one of two similar attacks in Yemen on this day. Ansar al-Sharia, a subgroup of Al-Qaida in the Arabian Peninsula (AQAP), claimed responsibility for the incident.",Al-Qaida in the Arabian Peninsula (AQAP),Government (General),Explosives
2012,4,6,Yemen,Al Bayda,Middle East & North Africa,Bayda,13.985013,45.558479,Bombing/Explosion,1,0,Building,"04/06/2012: A suicide bomber detonated near a political security building in Bayda town, Al Bayda governorate, Yemen. The suicide bomber was the only casualty. This was one of two similar attacks in Yemen on this day. No group claimed responsibility; however, authorities suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Government (General),Explosives
2012,4,6,Yemen,Adan,Middle East & North Africa,Aden,12.825647,44.846416,Bombing/Explosion,1,0,Unknown,"04/06/2012: A suicide attack was carried out in Al Arish, Adan governorate, Yemen. No further information is available.",Unknown,Unknown,Explosives
2012,4,7,Yemen,Amanat Al Asimah,Middle East & North Africa,Sanaa,15.479939,44.220679,Armed Assault,0,1,Airport,"04/07/2012: Assailants attacked a tower and the main international terminal at El Rahaba Airport, Amanat Al Asimah governorate, Yemen. The assault caused the airport to shut down until the next day. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources identified the assailants as supporters of Ali Abdullah Saleh.",Supporters of Ali Abdullah Saleh,Airports & Aircraft,Firearms
2012,4,8,Yemen,Taizz,Middle East & North Africa,Sainah,13.56966,44.014629,Assassination,1,0,Intelligence Officer: Colonel Ismail Bawli,"04/08/2012: Two assailants opened fire on a senior intelligence officer in Sainah area, Ta'izz governorate, Yemen. The officer, Colonel Ismail Bawli, was killed in the attack. Al-Qaida in the Arabian Peninsula (AQAP) claimed responsibility for this incident.",Al-Qaida in the Arabian Peninsula (AQAP),Government (General),Firearms
2012,4,9,Yemen,Abyan,Middle East & North Africa,Jebel Yusuf,13.883333,45.866667,Armed Assault,57,,Barracks,"04/09/2012: Assailants attacked a military camp in Jebel Yasuf area, Abyan governorate Yemen. In the ensuing firefight, 57 people, including 32 assailants, were killed, and an unknown number of soldiers and assailants were wounded. No group claimed responsibility for this attack; however, authorities attributed it to Ansar al-Sharia.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Explosives
2012,4,9,Yemen,Adan,Middle East & North Africa,Mansura,12.867085,44.981911,Armed Assault,1,3,Officers,"04/09/2012: Two assailants opened fire on a police patrol in Al-Mansoura district, Aden governorate, Yemen. One police officer was killed and three others injured in the attack. No group claimed responsibility for the incident; however, sources attributed it to secessionists.",Secessionists,Police,Firearms
2012,4,10,Yemen,Shabwah,Middle East & North Africa,As Said district,14.288558,46.856585,Bombing/Explosion,0,0,Oil Pipeline,"04/10/2012: Assailants fired rocket-propelled grenades at an oil pipeline in Mafrak al-Saeed district, Shabwah governorate, Yemen. There were no casualties reported, but the pipeline was damaged. No group claimed responsibility for this attack; however, sources suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Utilities,Explosives
2012,4,10,Yemen,Marib,Middle East & North Africa,Shabkar,15.515888,45.449806,Armed Assault,8,6,Makeshift Checkpoint,"04/10/2012: Assailants opened fire and threw grenades at a military checkpost in Shabkar area, Ma'rib governorate, Yemen. Eight soldiers were killed and four others injured in the attack. Ansar al-Sharia claimed responsibility for this incident.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
2012,4,11,Yemen,Al Bayda,Middle East & North Africa,Radaa,14.413989,44.837418,Armed Assault,1,0,Civilian,"04/11/2012: Assailants beheaded a woman in her home in Rada district, Al Bayda governorate, Yemen. Sources indicated that the assailants accused the victim, Al-Sharifah Amir, of being a sorcerer and hung her head in front of another alleged sorcerer's home. No group claimed responsibility for this attack; however, sources attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Private Citizens & Property,Melee
2012,4,12,Yemen,Abyan,Middle East & North Africa,Mudiyah,13.92892,46.079399,Unknown,3,,Tribal Fighters,"04/12/2012: Assailants attacked tribal fighters in Moudia town, Abyan province, Yemen. A firefight ensued, and three people were killed. No group claimed responsibility for this attack; however, authorities attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Terrorists/Non-State Militia,Unknown
2012,4,12,Yemen,Hadramawt,Middle East & North Africa,Unknown,16.930414,49.365315,Unknown,8,6,23rd Mechanized Brigade Checkpoint,"04/12/2012: Assailants attacked a security checkpoint in Hadramout governorate, Yemen. Eight police officers were killed and six others injured in the attack. No group claimed responsibility for this incident; however, authorities attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Police,Unknown
2012,4,14,Yemen,Adan,Middle East & North Africa,Jawalah,12.8,45.033333,Armed Assault,12,0,Checkpoint,"04/14/2012: Assailants attacked a security checkpoint in Jawalah area, Adan governorate, Yemen. Twelve people, including eight assailants, were killed in the attack. No group claimed responsibility; however, sources attributed the incident to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Explosives
2012,4,14,Yemen,Al Bayda,Middle East & North Africa,Radaa,14.413989,44.837418,Hostage Taking (Kidnapping),,,Senior Intelligence Officer,"04/14/2012: Assailants abducted a senior intelligence officer and two soldiers in Rada district, Al Bayda governorate, Yemen. No group claimed responsibility for the attack, and the outcome of the kidnapping is unknown.",Unknown,Government (General),Unknown
2012,4,15,Yemen,Hadramawt,Middle East & North Africa,Reida,15.219678,48.983316,Hostage Taking (Kidnapping),,,District Security Director: Ahmed Juman,"04/15/2012: Assailants abducted a security director in Reida district, Hadramout governorate, Yemen. The outcome of this kidnapping is unknown. No group claimed responsibility for this attack; however, sources suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Police,Firearms
2012,4,15,Yemen,Hadramawt,Middle East & North Africa,Qatn,15.840202,48.45438,Bombing/Explosion,3,1,Civilians,"04/15/2012: An explosive device detonated near a security patrol in Al Qatn village, Hadramout governorate, Yemen. Three civilians were killed and one person wounded in the blast. No group claimed responsibility; however, sources suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Private Citizens & Property,Explosives
2012,4,15,Yemen,Abyan,Middle East & North Africa,Al-Hodn,13.883333,45.866667,Bombing/Explosion,5,0,Civilians,"04/15/2012: A suicide bomber in an explosives-laden vehicle detonated near a security checkpoint in Al Hodn area, Abyan governorate, Yemen. Four tribal members were killed in the blast. Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for this attack.",Al-Qaida in the Arabian Peninsula (AQAP),Private Citizens & Property,Explosives
2012,4,15,Yemen,Abyan,Middle East & North Africa,Lawdar,13.887403,45.863647,Armed Assault,8,0,111th Infantry Brigade Barracks,"04/15/2012: Assailants attacked the 111th Army Brigade infantry barracks in Lawdar town, Abyan governorate, Yemen. One soldier and seven assailants were killed in the ensuing firefight. No group claimed responsibility for this attack; however, security officials attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Explosives
2012,4,17,Yemen,Al Bayda,Middle East & North Africa,Mukayras,13.943889,45.673611,Bombing/Explosion,6,5,26th Brigade Checkpoint,"04/17/2012: A suicide bomber in an explosives-laden vehicle detonated near a military checkpoint in Mukayras district, Al Bayda governorate, Yemen. Five soldiers were killed and five others injured in the blast. No group claimed responsibility for this attack; however, officials attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Explosives
2012,4,18,Yemen,Adan,Middle East & North Africa,Buriga,12.8,45.033333,Bombing/Explosion,1,0,Barracks,"04/18/2012: A suicide bomber on a motorbike detonated prematurely as he approached Yemeni army barracks in Buriga district, Adan governorate, Yemen. The assailant was the only casualty. No group claimed responsibility for the incident; however, sources suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Explosives
2012,4,21,Yemen,Al Hudaydah,Middle East & North Africa,Unknown,14.806614,43.019494,Hostage Taking (Kidnapping),0,0,French Aid Worker,"04/21/2012: Gunmen kidnapped three International Committee of the Red Cross (ICRC) workers, including a French national, in Al Hudaydah governorate, Yemen. Two of the hostages, both Yemeni, were released soon after the abduction. The French national was released on July 13, 2012. No group claimed responsibility for the initial abduction; however, sources indicated that the French victim was at one point handed over to Al-Qa'ida in the Arabian Peninsula (AQAP). It was AQAP who eventually released the hostage.",Al-Qaida in the Arabian Peninsula (AQAP),NGO,Firearms
2012,4,21,Yemen,Abyan,Middle East & North Africa,Zinjibar,13.129726,45.385571,Unknown,8,13,39th Armored Brigade Post,"04/21/2012: Gunmen attacked the 39th Armored Brigade army post in Zinjibar town, Abyan governorate, Yemen. Eight soldiers were killed and 13 others wounded in the attack. Al-Qa'ida in Arabian Peninsula (AQAP) claimed responsibility for the incident.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Unknown
2012,4,21,Yemen,Abyan,Middle East & North Africa,Lawdar,13.887403,45.863647,Bombing/Explosion,2,2,Civilians,"04/21/2012: Assailants fired mortars into a residential neighborhood in Lawdar town, Abyan governorate, Yemen. At two civilians were killed and two others wounded. No group claimed responsibility for the incident; however, sources attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Private Citizens & Property,Explosives
2012,4,22,Yemen,Hadramawt,Middle East & North Africa,Mukalla,14.54397,49.12458,Armed Assault,6,4,Officers,"04/22/2012: Assailants attacked a checkpoint in Mukalla city, Hadramawt governorate, Yemen. At least six police officers were killed and four others wounded. No group claimed responsibility for the incident; however, authorities suspect Al-Qa'ida in the Arabian Peninsula (AQAP) was involved.",Al-Qaida in the Arabian Peninsula (AQAP),Police,Firearms
2012,4,26,Yemen,Shabwah,Middle East & North Africa,Al-Akla,15.19,46.7338,Bombing/Explosion,0,0,Liquefied Natural Gas (LNG) Pipeline,"04/26/2012: An explosive device detonated at a pipeline in Al Akla area, Shabwah governorate, Yemen. There were no casualties; however, the pipeline, which was owned by Yemen LNG, was severely damaged. No group claimed responsibility; however, authorities suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Utilities,Explosives
2012,4,26,Yemen,Al Bayda,Middle East & North Africa,Radaa,14.413989,44.837418,Unknown,1,,Patrol,"04/26/2012: Assailants attacked a Yemeni military patrol in Rada city, Al Bayda governorate, Yemen. One soldier was killed and an unknown number of others injured. No group claimed responsibility for the incident; however, authorities attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Unknown
2012,4,28,Yemen,Lahij,Middle East & North Africa,Lahij,13.148959,44.85055,Assassination,1,0,Officer,"04/28/2012: Gunmen opened fire on an intelligence officer in Houta city, Lahij governorate, Yemen. The officer was killed in the attack. No group claimed responsibility for the incident; however, sources suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Government (General),Firearms
2012,4,30,Yemen,Abyan,Middle East & North Africa,Lawdar,13.887403,45.863647,Unknown,15,0,111th Brigade Barracks,"04/30/2012: Assailants attacked the Yemeni military's 111th Armored Brigade barracks in Lawdar town, Abyan governorate, Yemen. Five soldiers and 10 assailants were killed in the attack. No group claimed responsibility for the incident; however, sources attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Unknown
2012,5,1,Yemen,Hadramawt,Middle East & North Africa,Seiyun,15.941039,48.780092,Armed Assault,2,1,Employees,"05/01/2012: Assailants opened fire on a convoy of The Total Group, a company comprised of French oil workers, in Seiyun city, Hadramawt governorate, Yemen. At least two soldiers protecting the workers were killed and a worker was injured in the assault. No group claimed responsibility; however, sources suspect that Al-Qa'ida in the Arabian Peninsula (AQAP) was behind the attack.",Al-Qaida in the Arabian Peninsula (AQAP),Business,Firearms
2012,5,2,Yemen,Abyan,Middle East & North Africa,Lawdar,13.887403,45.863647,Unknown,4,0,Militia Checkpoint,"05/02/2012: Assailants attacked a pro-government tribesmen checkpoint in Lawdar town, Abyan governorate, Yemen. Four people were killed in the attack. No group claimed responsibility for the incident; however, a military spokesperson blamed Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Terrorists/Non-State Militia,Unknown
2012,5,5,Yemen,Abyan,Middle East & North Africa,Zinjibar,13.129726,45.385571,Bombing/Explosion,0,10,201st Armored Brigade Base,"05/05/2012: Assailants fired three mortar shells at the 201st Armored Brigade base near Zinjibar city, Abyan governorate, Yemen. Ten soldiers were injured in the explosion. Al Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for the attack.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Explosives
2012,5,7,Yemen,Abyan,Middle East & North Africa,Zinjibar,13.129726,45.385571,Armed Assault,20,,Post,"05/07/2012: Assailants attacked a military post near Zinjibar city, Abyan governorate, Yemen. At least 20 soldiers were killed in the attack. Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for the incident, stating that they carried out the attack in retaliation for the killing of leader Fahd al-Quso.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
2012,5,8,Yemen,Abyan,Middle East & North Africa,Mudiyah,13.92891,46.079328,Bombing/Explosion,1,0,Militia Checkpoint,"05/08/2012: An explosive device detonated prematurely as an assailant was planting it near a militia checkpoint in Mudiyah town, Abyan governorate, Yemen. The assailant was killed in the blast. No group claimed responsibility for the incident; however, officials suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Terrorists/Non-State Militia,Explosives
2012,5,9,Yemen,Abyan,Middle East & North Africa,Zinjibar,13.129726,45.385571,Armed Assault,6,0,25th Mechanized Brigade Base,"05/09/2012: Dozens of assailants attacked a military base in Zinjibar city, Abyan governorate, Yemen. Six assailants were killed when the Yemeni soldiers repelled the attack. No group claimed responsibility for the incident; however, a military official blamed Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
2012,5,9,Yemen,Abyan,Middle East & North Africa,Lawdar,13.887403,45.863647,Bombing/Explosion,2,0,111th Armored Brigade Base,"05/09/2012: Assailants fired two mortars at the base of the 111th Armored Brigade in Lawdar town, Abyan governorate, Yemen. At least two soldiers were killed in the attack. Ansar al-Sharia, a subgroup of Al-Qa'ida in the Arabian Peninsula (AQAP), claimed responsibility for the incident.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Explosives
2012,5,11,Yemen,Marib,Middle East & North Africa,Wadi Abida,15.516118,45.459809,Bombing/Explosion,0,0,Oil Pipeline,"05/11/2012: Assailants detonated explosives at a gas pipeline in Wadi Abida district, Ma'rib governorate, Yemen. No one was injured in the blast; however, the pipeline was damaged. No group claimed responsibility for the attack; however, the interior ministry attributed it to tribe members led by Abdullah Rukaisan.",Tribesmen,Utilities,Explosives
2012,5,12,Yemen,Amanat Al Asimah,Middle East & North Africa,Sanaa,15.325443,44.211895,Hostage Taking (Kidnapping),0,1,Ambassador: Boris Ignatyev Borisov,"05/12/2012: Three assailants beat and attempted to abduct Boris Borisov from his vehicle in Sanaa city, Amanat Al Asimah governorate, Yemen. Borisov, the Bulgarian ambassador to Yemen, was injured in the attack, but he managed to escape from the assailants. No group claimed responsibility for the incident; however, a police official attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Government (Diplomatic),Firearms
2012,5,12,Yemen,Amanat Al Asimah,Middle East & North Africa,Sanaa,15.325443,44.211895,Armed Assault,0,1,Information Minister: Ali al-Amrani,"05/12/2012: Two assailants threw a grenade and opened fire on the home of Ali al-Amrani in Sanaa city, Amanat Al Asimah governorate, Yemen. Al-Amrani, the Information Minister, was not injured in the attack, but one other person was wounded. No group claimed responsibility for the incident; however, government officials blamed Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Government (General),Explosives
2012,5,13,Yemen,Shabwah,Middle East & North Africa,Mayfaa,14.279772,47.575336,Bombing/Explosion,0,0,Oil Pipeline,"05/13/2012: Assailants blew up a natural gas pipeline near Mayfaa town, Shabwah governorate, Yemen. The pipeline was damaged in the blast. This was one of two attacks on oil pipelines on this day. No group claimed responsibility for the incident; however, security officials attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP)",Al-Qaida in the Arabian Peninsula (AQAP),Utilities,Explosives
2012,5,13,Yemen,Unknown,Middle East & North Africa,Unknown,,,Armed Assault,0,5,Post,"05/13/2012: Assailants with machine guns attacked a military site in al-Dhalea governorate, Yemen. Five people, including two assailants, were injured in the shooting. No group claimed responsibility for the attack; however, officials suspected the Southern Movement.",Southern Mobility Movement (Yemen),Military,Firearms
2012,5,13,Yemen,Adan,Middle East & North Africa,Aden,12.825647,44.846416,Bombing/Explosion,0,0,Building,"05/13/2012: An explosive device was discovered and defused near a government building in Aden city, Adan governorate, Yemen. No group claimed responsibility for the attack.",Unknown,Government (General),Explosives
2012,5,13,Yemen,Marib,Middle East & North Africa,Unknown,15.516118,45.459809,Bombing/Explosion,0,0,Oil Pipeline,"05/13/2012: Assailants blew up a natural gas pipeline in Ma'rib governorate, Yemen. No one was injured in the blast; however, the pipeline was damaged. This was one of two attacks on oil pipelines on this day. No group claimed responsibility for the incident; however, officials suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Utilities,Explosives
2012,5,15,Yemen,Adan,Middle East & North Africa,Shaykh Uthman,12.867085,44.981911,Bombing/Explosion,0,2,Officers,"05/15/2012: An explosive device detonated near security guards protecting a military intelligence office in the Mansoura district of Aden city, Adan governorate, Yemen. Two police officers were injured in the blast. No group claimed responsibility for the attack; however, officials suspected Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Police,Explosives
2012,5,18,Yemen,Adan,Middle East & North Africa,Aden,12.825647,44.846416,Bombing/Explosion,0,0,Unknown,"05/18/2012: Several explosive devices detonated in Khor Makser district, Aden city, Adan governorate, Yemen. The explosions were followed by a gun battle. There was no report of casualties; however, windows of buildings were shattered. No group claimed responsibility for the attack.",Unknown,Unknown,Explosives
2012,5,19,Yemen,Hadramawt,Middle East & North Africa,Fuuwah,14.474749,49.03429,Armed Assault,0,4,Checkpoint,"05/19/2012: Assailants opened fire at a security checkpoint in Fuuwah town, Hadramawt governorate, Yemen. Four police officers were injured in the assault. No group claimed responsibility for the attack; however, authorities attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Police,Firearms
2012,5,20,Yemen,Al Hudaydah,Middle East & North Africa,Al-Hudaydah,14.781294,42.972851,Armed Assault,0,1,Instructors,"05/20/2012: Assailants opened fire on United States military experts in Al-Hudaydah city, Yemen. At least one military expert was injured in the assault. Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for the attack.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
2012,5,21,Yemen,Amanat Al Asimah,Middle East & North Africa,Sanaa,15.325443,44.211895,Bombing/Explosion,97,300,Military Parade,"05/21/2012: A suicide bomber wearing a military outfit detonated among soldiers on a military base in Sanaa city, Amanat Al Asimah governorate, Yemen. Ninety-seven people were killed, including the bomber, while 300 soldiers were injured in the attack. Ansar al-Sharia, a subgroup of Al-Qa'ida in the Arabian Peninsula (AQAP), claimed responsibility for the attack, stating that the bombing was carried out in revenge for the United States-backed war on the organization in southern Yemen.",Al-Qaida in the Arabian Peninsula (AQAP),Military,Explosives
2012,5,25,Yemen,Al Bayda,Middle East & North Africa,Radaa,14.413989,44.837418,Bombing/Explosion,0,3,Deputy: Abdullah Abu Talib,"05/25/2012: An explosive device planted inside a water cooler targeting Abdullah Abu Talib detonated at a trading house in Rada district, Al Bayda governorate, Yemen. Talib, deputy of the General People's Congress party, and two others were injured in the blast. The Company of Um al-Mu'minin (Mother of the Believers) A'isha, an affiliate of Ansar al-Sharia and a subgroup of Al-Qa'ida in the Arabian Peninsula (AQAP), claimed responsibility for the incident.",Al-Qaida in the Arabian Peninsula (AQAP),Private Citizens & Property,Explosives
2012,5,25,Yemen,Al Jawf,Middle East & North Africa,Hazm,16.165407,44.776897,Bombing/Explosion,15,3,Members,"05/25/2012: A suicide bomber in an explosives-laden vehicle detonated at a school that was being used as a base for an armed Houthi-Shia group in Hazm district, Al-Jawf governorate, Yemen. At least 14 people, including members of the armed Shia faction, were killed in the blast, and three people were injured. Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for the incident, stating that they were targeting Shias ""because they attacked our religion and the honor of our prophet and carried out criminal acts against Sunnis.""",Al-Qaida in the Arabian Peninsula (AQAP),Terrorists/Non-State Militia,Explosives
2012,5,25,Yemen,Saada,Middle East & North Africa,Sadaa,16.917494,43.762409,Bombing/Explosion,0,0,Demonstration,"05/25/2012: A suicide bomber with an explosives-laden belt attempted to attack a mass Houthi-Shia demonstration in a marketplace in Sadaa city, Sa'dah governorate, Yemen. The assailant was caught with the explosive belt and subsequently killed before he could detonate the explosives. Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for the incident, stating that they were targeting Shias ""because they attacked our religion and the honor of our prophet and carried out criminal acts against Sunnis.""",Al-Qaida in the Arabian Peninsula (AQAP),Terrorists/Non-State Militia,Explosives
2012,5,29,Yemen,Abyan,Middle East & North Africa,Zinjibar,13.129726,45.385571,Armed Assault,6,0,Supply Convoy,"05/29/2012: Assailants ambushed a military supply convoy in Mazraat Mashhour village, Zinjibar city, Zinjibar district, Abyan governorate, Yemen. Three Yemeni soldiers and three assailants were killed in the attack. No group claimed responsibility; however, sources attributed the incident to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
2012,5,29,Yemen,Adan,Middle East & North Africa,Aden,12.825647,44.846416,Bombing/Explosion,4,0,Patrol,"05/29/2012: An explosive device targeting a military patrol detonated near Aden city, Adan governorate, Yemen. The blast killed four Yemeni soldiers. No group claimed responsibility for the incident.",Unknown,Military,Explosives
2012,5,30,Yemen,Abyan,Middle East & North Africa,Jaar,13.219398,45.307838,Armed Assault,25,,135th Armored Brigade Barracks,"05/30/2012: Dozens of assailants attacked the barracks of the 135th Armored Brigade of the Yemeni Army in Jaar town, Abyan governorate, Yemen. Ten soldiers and at least 15 attackers were killed in the attack; an unknown number of people were injured. No group claimed responsibility for the incident; however, sources attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
2012,5,30,Yemen,Al Bayda,Middle East & North Africa,Radaa,14.413989,44.837418,Armed Assault,1,1,Post,"05/30/2012: Assailants attacked the Dar Najd military post in Rada town, Bayda governorate, Yemen. One soldier was killed and one injured in the attack. No group claimed responsibility for the incident; however, sources attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",Al-Qaida in the Arabian Peninsula (AQAP),Military,Firearms
