Year,Month,Day,Country,State,Region,City,Latitude,Longitude,AttackType,Killed,Wounded,Target,Summary,Group,Target_type,Weapon_type
1973,11,6,United States,California,North America,Oakland,37.791927,-122.225906,Assassination,1,0,"Marcus Foster, superintendent",,Symbionese Liberation Army (SLA),Educational Institution,Firearms
1973,11,25,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"Jordanian Arab immigrant, Saleem Erakat, who was perceived to be white","11/25/1973: Jordanian Arab immigrant, Saleem Erakat, was shot and killed while at work at the grocery store he owned, Erakat's grocery, on Larkin Street in San Francisco, California in the United States.  The perpetrator, J.C. Simon, who perceived Erakat to be a white man, entered the grocery store, greeted Erakat, and then ordered him to the bathroom in the back of the shop, demanded Erakat to kneel on his knees, tied his hands behind his back, and shot Erakat in the back of his head with a .32 caliber gun, using a quilt to muffle the gunshot sounds. Additionally, Simon emptied both the safe and the cash register, taking with him about $1300.  It came out in trial that the bloody hand print of Anthony C. Harris was also found at the crime scene inside the store.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the third in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",Zebra killers,Private Citizens & Property,Firearms
1973,11,26,United States,Alabama,North America,Gadsden,33.996195,-85.978282,Assassination,1,0,Reverend Edward Pace,"11/26/1973: Black minister, Edward Pace, is shot and killed in his home in Gadsden, Alabama, in the Untied States, by alleged members of the Ku Klux Klan.",Ku Klux Klan,Private Citizens & Property,Firearms
1973,12,3,United States,New York,North America,New York City,40.697132,-73.931351,Bombing/Explosion,0,3,U.S. Latin America Justice Committee,,Unknown,Private Citizens & Property,Explosives
1973,12,11,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"white man, Paul Dancik","12/11/1973: White man, Paul Dancik, was shot three times in the chest and killed by bullets from a .32 caliber gun, while standing at a phone booth on Haight Street in the Fillmore neighborhood of San Francisco, California.  Dancik was a drug addict, and had stopped at the home of a drug dealer in a neighboring project, but the dealer was not home.  Dancik then stopped to use the payphone, at which point he was approached by black men, J.C. Simon and Manuel Moore, who shot him.  Moore was hiding in nearby bushes.  Dancik collapsed on the pavement about 20 feet away from the phone booth.   A third perpetrator, Anthony C. Harris, was waiting in the car for the other two perpetrators.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fourth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",Zebra killers,Private Citizens & Property,Firearms
1973,12,13,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"white woman, Marietta DiGirolamo","12/13/1973: White woman, Marietta DiGirolamo was walking south on Divisadero Street toward Haight Street in San Francisco, California, in the United States, just after 9:00pm, looking for her boyfriend, when she was approached by an African American man, who grabbed her and pushed her into the doorway of a barbershop, at which point DiGirolamo yelled at him.  The perpetrator then shot her with a .32 caliber gun, two times in the chest, and once in the back as she spun around from the impact of the first two bullets.  DiGirolamo died before any witnesses could call an ambulance.  The specific perpetrators are unknown; but, it is suspected that J.C. Simon and Manuel Moore were responsible for this murder, as it occurred less than two hours after the assault on Art Agnos and it was later discovered that this was the sixth in a series of 20 attacks  (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.",Zebra killers,Private Citizens & Property,Firearms
1973,12,13,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,0,1,"white man, Arthur Agnos","12/13/1973: White man and prominent San Francisco politician, Arthur Agnos was shot outside at 991 Wisconsin Street in Potrero Hill in San Francisco, California, in the United States while engaged in conversation with a friend and two women after a meeting discussing the possibility of a new government-funded health care clinic in the community.  Agnos was shot two times in the back by an African American man who was standing about fifteen feet away.  The .32 caliber bullets caused serious injuries to Agnos' lungs, spleen and kidneys, but he survived the attack. The perpetrators were J.C. Simon and Manuel Moore; a third perpetrator, Anthony Harris, was waiting for the other two in a black Cadillac parked at Wisconsin Street and 22nd, from where he watched the assault.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fifth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",Zebra killers,Private Citizens & Property,Firearms
1973,12,20,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,0,1,"white woman, Theresa DeMartini","12/21/1973: White woman, Theresa DeMartini, was driving home to her apartment at the border of Haight-Ashbury and Fillmore in San Francisco, California, in the United States, just before 10:00pm, when she spotted an African American man double parked on the 600 block of Central Avenue where she parked her own car.  While she was parking her 1965 Mustang, DeMartini noticed another black man walk up the  man in the double-parked car, and then start walking toward her as she left her car and began to walk to her apartment.  When the man reached DeMartini's gas tank, he pulled a gun out of his pocket and shot at her 4 times.  The first three bullets hit DeMartini, with the third striking her spine and paralyzing her.  The fourth shot, aimed at her head, missed DeMartini as she collapsed to the ground.  As she yelled, another car then drive toward DeMartini in an attempt to kill her, but she rolled herself under the Mustang to dodge the .32 caliber bullets, and thus survived.  The specific perpetrators of this incident are unknown; however, it is suspected that Larry Green was involved in the incident as witnesses at the scene of the crime provided a car description that matched Green's Dodge Dart.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the eighth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",Zebra killers,Private Citizens & Property,Firearms
1973,12,20,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"white man, Ilario Bertuccio","12/20/1973: White man, Ilario Bertuccio, was killed while walking home from work in San Francisco, California in the United States.  As he neared the corner of  Bancroft Avenue and Phelps Street, about a half mile from his home on Goettingen Street, and he was shot by an African American man approaching him outside.  Bertuccio was shot first in his right shoulder, with the bullet passing through his chest; then, three more .32 caliber bullets were shot, each entering Bertuccio's chest, and exiting through his back.  The perpetrators were two African American men, one who shot Bertuccio directly, and another who was waiting in a nearby car.  Although evidence was presented in trial about Bertuccio's murder, no indictments were brought other than the conspiracy charges.  However, based on witness description, it is believed that Manuel Moore and Larry Green were responsible for this incident.  A car matching the description of Green's car, a Dodge Dart, was spotted near the scene of the crime.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the seventh in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",Zebra killers,Private Citizens & Property,Firearms
1973,12,22,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"white man, Neal Moynihan","12/22/1973: In the United States, white man, Neal Moynihan, was walking on Twelfth Street near the Civic Center, across the street from the Pacific Gas & Electric building, in San Francisco, California, just after 8pm, when he was approached by an African-American man, who shot Moynihan as they crossed paths, once in the face, and once each in the neck and chest.  A fourth shot missed Moynihan as he fell to the ground from the first three shots, and died instantly.  The perpetrator fled by foot on Gough Street, where he took the life of a white woman.  The only witness who was able to identify the killer was a night watchman for Pacific Gas & Electric, and his description of the perpetrator was later matched to Manuel Moore.  It was later discovered that the perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the ninth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",Zebra killers,Private Citizens & Property,Firearms
1973,12,22,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"white woman, Mildred Hosler","12/22/1973: In the United States, elderly white woman, Mildred Hosler, was on her way home from work, walking up Gough Street towards a Van Ness bus stop in San Francisco, California, to catch a bus to her home in Ellis, when she was shot five times in the upper body with .32 caliber bullets, by a man who was approaching her from across the street.  According to witnesses, Hosler saw her killer before he saw her, but she failed at trying to evade him, and was killed.  Witness descriptions of the perpetrator were matched to Larry Green.  Hosler was killed less than ten minutes after Neal Moynihan was killed on Twelfth Street.  It was later discovered that the perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the tenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",Zebra killers,Private Citizens & Property,Firearms
1973,12,23,United States,California,North America,San Francisco,37.755363,-122.443352,Hostage Taking (Kidnapping),1,0,unidentified white man,"12/23/1973: In the United States, an unknown white, male body, wrapped in canvas and plastic, is found washed up on the beach at Pacheco Street and the Great Highway in San Francisco's Sunset district.  When the bloody and hacked body was retrieved, it was uncovered that the head was practically decapitated where the neck meets the shoulders and the extremities were also gone.  Only the torso was left, and the body was so badly beaten and tortured that it was unidentifiable, leading the police to name it ""Unknown Body #169.""  It was later discovered that this was the body of a man who had been kidnapped by the same black Muslims who committed the .32 caliber killings; the man was stripped naked, tied up, gagged, urinated on, and then subsequently mutilated with a collection of knives, machetes, meat cleavers, and metal cutters. The man's stomach was cut open, and he had been castrated.  This incident is believed to also be one of the Zebra murders, despite the fact that no indictments other than conspiracy charges were brought in this case.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the eleventh in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",Zebra killers,Private Citizens & Property,Melee
1973,12,30,United States,Florida,North America,Miami,25.774591,-80.214195,Bombing/Explosion,0,0,Freighter Mereghan II (573 tons),,National Front for the Liberation of Cuba (FLNC),Maritime,Explosives
1974,1,28,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"white man, John Bambic","01/28/1974: Elderly white man, John Bambic, who neighbors described as a loner, was rummaging through a trash bin on Ninth and Howard Streets in San Francisco, California, in the United States, when he was shot twice in the back by a black man, who fit the same description as the perpetrator of the murders of Tana Smith and Vincent Wollin.  The two .32 caliber gun shots hit Bambic once at the waist level, and once slightly higher up, hitting his heart.  The 84-year-old Bambic then grabbed the man who shot him in an attempt to fight back, until Bambic finally collapsed to his death on the ground.  The perpetrator, later identified by witnesses as J.C. Simon, ran across the street to a gas station where a Cadillac was waiting for him, with two other men inside.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fourteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers, and specifically, the third of 5 attacks on this day.",Zebra killers,Private Citizens & Property,Firearms
1974,1,28,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"white woman, Jane Holly","1/28/1974:  White woman, Jane Holly, was doing her laundry at the Lightning Coin Launderette on Silver Avenue and Brussells Street in San Francisco, California in the United States.  As she was taking clothes out of the dryer, she was approached by a tall, black man who did not hesitate before he shot Holly two times in the back with a .32 caliber gun.  The perpetrators, who were later identified to be J.C. Simon and Manuel Moore, then fled without saying a word, and sped away in Moore's 1969 Cadillac, with Anthony Harris, who was waiting in the car and claims to have not seen the shooting.  Holly, the only white person in the laundromat at the time, died almost instantly from the bullets, one which hit her in the upper back, and the other in her abdomen.  Moore and Simon were charged with Holly's murder.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fifteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers, and specifically, the fourth of 5 attacks on this day.",Zebra killers,Private Citizens & Property,Firearms
1974,1,28,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"white man, Vincent Wollin","01/28/1974: In the United States, white man, Vincent Wollin was going about his daily business on his 69th birthday,  on Scott Street between Fulton and Divisadero Streets in San Francisco, California, when he was approached by a man and shot twice in the back.  One of the .32 caliber bullets pierced through Wollin's heart, killing him almost instantly.  Wollin was just two blocks from his home.  This incident occurred just a few minutes after the murder of white woman Tana Smith a few streets away.  No indictment other than the charge of conspiracy was brought on this crime, but authorities believe that J.C. Simon and Manuel Moore were responsible for the murder of Wollin, as witness Anthony Harris described.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the thirteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers, and specifically, the second of 5 attacks on this day.",Zebra killers,Private Citizens & Property,Firearms
1974,1,28,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,0,1,"white woman, Roxanne McMillian","01/28/1974: White woman, Roxanne McMillian, was carrying the last of her moving boxes from her car to her new apartment in Excelsior at 102 Edinburgh in San Francisco, California, United States, when she was approached by a black man, who greeted her and said hello.  She responded with the same and then started up the stairs, at which point the man shot McMillian in the back two times with a .32 caliber gun; the first shot passed through her body, and the second hit her spine, paralyzing her from the waist down as she collapsed to the floor.  McMillian survived the attack, but was left paralyzed for the rest of her life.  She was the only one of the Zebra killers' five victims on this night in late January that survived.  The perpetrators, later identified as J.C. Simon and Manuel Moore, then fled to Moore's Cadillac, where Anthony Harris was waiting for them, and the three sped off.  Both Simon and Moore were accused of the assault in court.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the sixteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers and specifically, the last of 5 attacks on this particular day.",Zebra killers,Private Citizens & Property,Firearms
1974,1,28,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"white woman, Tana Smith","01/28/1974: White woman, Tana Smith, was waiting at a bus stop at the corner of Geary Boulevard and Divisadero Street in San Francisco, California, United States, when she was approached by an African American man and shot two times in the back, from about fifteen feet away.  Smith died almost instantly, from the .32 caliber gun shot wounds.  The perpetrator fled on foot, but was later identified by eye-witnesses to be J.C. Simon.  Anthony C. Harris, witness for the prosecution during the trial, said that he was back at the car waiting for Simon and Manuel Moore to return, after he heard the gunshots. Both Simon and Moore were accused of the murders in trial. The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the twelfth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers, and specifically, the first of 5 attacks on this day.",Zebra killers,Private Citizens & Property,Firearms
1974,2,3,United States,Maryland,North America,Laurel,39.099169,-76.848461,Bombing/Explosion,0,0,police vehicle,"02/03/1974: Unknown perpetrator(s) placed an explosive device under a police vehicle in Laurel, Maryland, United States.  The device was dismantled by a technician from the Maryland State Fire Marshall's Office. There were no casualties, nor property damage.",Unknown,Police,Explosives
1974,2,4,United States,New York,North America,New York City,40.697132,-73.931351,Assassination,4,0,"Abdullah Rahman, minister",,Black Muslims,Religious Figures/Institutions,Firearms
1974,2,4,United States,California,North America,Berkeley,37.874043,-122.280022,Hostage Taking (Kidnapping),0,0,"Patricia Hearst, granddaughter",,Symbionese Liberation Army (SLA),Journalists & Media,Unknown
1974,2,24,United States,Colorado,North America,Boulder,40.008321,-105.285048,Bombing/Explosion,0,0,elementary school,"02/24/1974: Suspected Chicano radicals bomb Flatiron Elementary School in Boulder, Colorado, United States, causing thousands of dollars worth of damage. It is unknown whether there were any casualties.  This event occurred during a time of fear and racial tension in the Boulder metropolitan area.",Chicano Radicals,Educational Institution,Explosives
1974,3,0,United States,Colorado,North America,Boulder,40.007581,-105.265942,Bombing/Explosion,0,0,University of Colorado police department,"03/00/1974: The police department at the University of Colorado in Boulder in the United States is bombed, causing $8,000 in damage.  There were no casualties in this incident.  It is suspected that Chicano activists were responsible for the explosion and that the bombing is related to the bombing of the Boulder Courthouse, just 8 minutes later (197403000002). The explosions came during a time of racial tensions in Colorado, especially in Denver and Boulder, where at least 10 bombings had occurred within the last year, primarily directed at public buildings such as schools, police stations, and courthouses.",Chicano Radicals,Educational Institution,Explosives
1974,3,0,United States,Colorado,North America,Boulder,40.014986,105.270546,Bombing/Explosion,0,0,"Boulder Courthouse in Boulder, Colorado","03/00/1974: In the United States, the Boulder Courthouse in Colorado, is bombed, causing $500 in damages. There were no casualties in this incident.  It is suspected that Chicano activists were responsible for the explosion and that the bombing is related to the blast at the police department at the University of Colorado, just 8 minutes earlier (197403000001). The explosions came during a time of racial tensions in Colorado, especially in Denver and Boulder, where at least 10 bombings had occurred within the last year, primarily directed at public buildings such as schools, police stations, and courthouses.",Chicano Radicals,Government (General),Explosives
1974,3,7,United States,California,North America,San Jose,37.338475,-121.885794,Bombing/Explosion,0,0,storage tank,"03/07/1974: An empty Shell Oil Company storage tank was bombed in San Jose, California, United States.  There were no casualties, but it is unknown if any damage occurred from the blast.   A group calling itself the ""Americans for Justice"" claimed responsibility for this attack, and additionally for an attack two days later on a Shell service station in Los Altos, California (197403090001). The group was demanding reductions in gasoline prices.",Americans for Justice,Business,Explosives
1974,3,7,United States,California,North America,San Francisco,37.755363,-122.443352,Bombing/Explosion,0,0,"Dept. Health, Education, Welfare",,"Weather Underground, Weathermen",Government (General),Explosives
1974,3,7,United States,Oregon,North America,Portland,45.511795,-122.675629,Bombing/Explosion,0,0,state office building,"03/07/1974: Unknown perpetrator(s) bombed the state office building in Portland, Oregon, United States.  It is unknown whether there were any casualties or property damage.",Unknown,Government (General),Explosives
1974,3,9,United States,California,North America,Los Altos,37.383075,-122.114149,Bombing/Explosion,0,0,service station,"03/09/1974: A Shell Oil service station was bombed in Los Altos, California, United States. There were no casualties, but it is unknown if any damage occurred from the blast.  A group calling itself the ""Americans for Justice"" claimed responsibility for this attack, and additionally for an attack two days earlier on a Shell storage tank in San Jose, California (197403070002).  The group was demanding reductions in gasoline prices.",Americans for Justice,Business,Explosives
1974,3,21,United States,Pennsylvania,North America,Folcroft,39.891141,-75.283596,Bombing/Explosion,0,0,police department,"03/21/1974: Unknown perpetrator(s) bombed an unoccupied police department in Folcroft, Pennsylvania, in the Untied States, causing $5000 in damage. There were no casualties.",Unknown,Police,Explosives
1974,4,1,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,1,"white Salvation Army cadets, Thomas Rainwater and Linda Story","04/01/1974: At around 9:00pm, two white Salvation Army cadets, Thomas Rainwater and Linda Story, had just finished a training study period at their school on Laguna Street in San Francisco, California, United States, and decided to walk over to the supermarket on Webster Street for a snack during their break before curfew.  As the two were walking up Geary Boulevard nearing Webster, they were passed by a black man, who then turned around and stopped, and then proceeded to shoot both cadets in their backs twice with his .32 caliber gun as they attempted to run.  The two bullets that hit Story, hit her in the waist (missing her spine), causing her to collapse to the ground, and resulting in the third bullet subsequently missing her altogether. Rainwater died, but Story survived the ordeal.  No nearby witnesses, nor Story, were able to identify the perpetrators, but police officers believe this was yet another attack by the Zebra killers.  This was the seventeenth in a series of 20 attacks (with 23 victims).",Zebra killers,NGO,Firearms
1974,4,13,United States,Florida,North America,Miami,25.774591,-80.214195,Assassination,1,0,"Jose de la Torriente, former minister of agriculture",,Secret Organization Zero,Government (General),Firearms
1974,4,14,United States,California,North America,Los Angeles,34.097866,-118.407379,Bombing/Explosion,0,0,Lebanese Consulate in Los Angeles,,Jewish Defense League (JDL),Government (Diplomatic),Explosives
1974,4,14,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,0,2,"white teenagers, Ward Anderson and Terry White","04/14/1974: Two white boys, Ward Anderson and Terry White, were waiting at a bus stop at the corner of Fillmore and Hayes Streets on Easter Sunday in San Francisco, California, United States, when a tall African-American man with a muscular build, quickly turned the corner onto Fillmore Street and passed the two boys at the bus stop.  Anderson asked the man if he had a cigarette, but he kept walking until he suddenly stopped, turned around, pulled out a gun and shot two .32 caliber bullets into Anderson.  As Anderson collapsed to the ground, the man shot Terry White three times.  Both boys were seriously injured, but survived the attack.  Manuel Moore was charged with assault with a deadly weapon for shooting Anderson and White.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the eighteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",Zebra killers,Private Citizens & Property,Firearms
1974,4,15,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,0,0,Hibernia Branch Bank,,Symbionese Liberation Army (SLA),Business,Firearms
1974,4,16,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,1,0,"white man, Nelson T. Shields IV","04/16/1974: White man, Nelson T. Shields IV, was accompanying a friend to 231 Vernon Street in the Ingleside district in San Francisco, California in the United States, at about 9:30pm, where the two were picking up a rug Shields' friend was buying from a rug dealer's home.  As Shields was rearranging items in the back of the station wagon to make room for the rug, he was shot three times in the back with a .32 caliber gun.  Although no indictments were brought on this crime other than the charge of conspiracy, authorities believe that witness descriptions of the perpetrator(s)  as could have matched either of three of the Zebra killers.  Additionally, just before Shields and his friend arrived at the rug dealer's home, the rug dealer noticed two African American men in their twenties parked in a car outside her home, but by the time Shields and his friend arrived, the men were gone.  This was the nineteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",Zebra killers,Private Citizens & Property,Firearms
1974,4,17,United States,New York,North America,New York City,40.697132,-73.931351,Armed Assault,0,0,The Tombs City Jail,,Black Liberation Army,Police,Firearms
1974,4,22,United States,Puerto Rico,North America,Guaynabo,18.357497,-66.111137,Bombing/Explosion,0,0,Argentine Consulate,,Unknown,Government (Diplomatic),Explosives
1974,4,24,United States,Maryland,North America,Perryville,39.560113,-76.071338,Bombing/Explosion,0,0,police vehicle,"04/24/1974: In Cecil, Maryland, in the United States, unknown perpetrator(s) bombed a police car using a military firecracker, which caused minor damage. There were no casualties.",Unknown,Police,Explosives
1974,5,1,United States,New York,North America,New York City,40.697132,-73.931351,Bombing/Explosion,0,2,"Airline, JFK Airport",,Unknown,Airports & Aircraft,Explosives
1974,5,3,United States,Connecticut,North America,New Haven,41.30713,-72.924979,Armed Assault,0,1,Bank,,Black Liberation Army,Business,Firearms
1974,5,16,United States,New York,North America,New York City,40.697132,-73.931351,Unarmed Assault,0,1,"Mohammed T Mehdi, head of the Action Committee on American-Arab Relations","05/16/1974: Mohammed T. Mehdi, Arab-American who was head of the Action Committee on American-Arab Relations, was attacked and beaten with a lead pipe by members of the Jewish Defense League in Manhattan, New York, in the United States, during demonstrations of protests over deaths of Israeli students in the town of Maalot.",Jewish Defense League (JDL),Private Citizens & Property,Melee
1974,5,16,United States,California,North America,Los Angeles,34.097866,-118.407379,Armed Assault,0,0,Sporting Goods Store,,Symbionese Liberation Army (SLA),Business,Firearms
1974,5,20,United States,California,North America,Yuba City,39.14076,-121.619399,Bombing/Explosion,,,police vehicle,"05/20/1974: In Yuba City, California, United States, a firebomb is thrown under an unoccupied police car by unknown perpetrator(s), causing extensive damage to the vehicle.  It is unknown whether any injuries or fatalities resulted from this incident.",Unknown,Police,Explosives
1974,5,21,United States,California,North America,Yuba City,39.14076,-121.619399,Facility/Infrastructure Attack,,,state motor vehicle office,"05/21/1974: In Yuba City, California, United States, a molotov cocktail is thrown through the window of  state motor vehicle offices, causing extensive damage.  The perpetrator(s) are unknown.",Unknown,Government (General),Incendiary
1974,5,31,United States,California,North America,Los Angeles,34.097866,-118.407379,Bombing/Explosion,0,0,"Office, California Attorney General",,Symbionese Liberation Army (SLA),Government (General),Explosives
1974,5,31,United States,Illinois,North America,Chicago,41.842602,-87.681229,Bombing/Explosion,,,Chicago police department,"05/31/1974: A pipe bomb exploded in the restroom on the second floor of the Chicago police department in Chicago, Illinois in the United States.  The perpetrator(s), casualties, and potential damages of this incident are unknown.",Unknown,Police,Explosives
1974,6,3,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,,,"Offices of Mohammed Mehdi, head of the Action Committee on American-Arab Relations","06/03/1974: Suspected members of a pro-Israel group set fire to the offices of Mohammed Mehdi, head of the Action Committee on American-Arab Relations in New York City in the United States.  According to the firemen, there were four separate fires within one room, causing moderate damage.  It is unknown whether any casualties resulted from this incident.",Jewish Extremists,NGO,Incendiary
1974,6,5,United States,Florida,North America,Miami,25.774591,-80.214195,Bombing/Explosion,0,0,Haitian Naval Patrol *,,Unknown,Military,Explosives
1974,6,11,United States,California,North America,Union City,37.593392,-122.04383,Armed Assault,1,4,"San Francisco Police Chief William Cann, who was giving a talk in attempts to better Latin-American and police relations in the community.","06/11/1974: A suspected Chicano Liberation Front sniper fired shots into the parish hall window of the Holy Rosary Church in the Decoto district of Union City, California in the United States.  Chief of Police, William Cann, was fatally shot twice in the neck, while speaking to a group in efforts to ease tensions and discuss grievances in the Latin-American community as well as better police relations in the Mexican-American district of the suburb.  Four others were also wounded. No one was arrested and no weapon was found in this incident.",Chicano Liberation Front,Police,Firearms
1974,6,11,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,Soviet Residential Complex Construction site,,Jewish Defense League (JDL),Private Citizens & Property,Incendiary
1974,6,12,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,department store,06/12/1974: An incendiary bomb exploded at Bloomingdale's department store at Lexington and 59th St in New York City in the United States.  The firebomb was planted by unknown perpetrator(s).  There were no casualties and the device caused slight damage.,Unknown,Business,Incendiary
1974,6,12,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,department store,06/12/1974: An incendiary bomb exploded at Lamston's Variety Store at Lexington Avenue and 60th Street in New York City in the United States.  The firebomb was planted by unknown perpetrator(s).  There were no casualties and the device caused slight damage.,Unknown,Business,Incendiary
1974,6,12,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,department store,06/12/1974: An incendiary bomb exploded at Alexander's department store on Lexington Avenue at 59th Street in New York City in the United States.  The firebomb was planted by unknown perpetrator(s).  There were no casualties and the device caused slight damage.,Unknown,Business,Incendiary
1974,6,13,United States,Pennsylvania,North America,Pittsburgh,40.438335,-79.997459,Bombing/Explosion,0,0,Gulf Oil Offices,,"Weather Underground, Weathermen",Business,Explosives
1974,6,13,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,department store,"6/13/1974: In a series of four related attacks, unknown perpetrators set off two incendiary devices at a Macy's Department Store in Manhattan, New York in the United States.  There were no casualties and the firebombs caused only slight damage.",Unknown,Business,Chemical
1974,6,13,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,department store,"6/13/1974: In a series of four related attacks, unknown perpetrators set off two incendiary devices at a Gimbel's Department Store in Manhattan, New York, in the United States.  There were no casualties and the firebombs caused only slight damage.",Unknown,Business,Chemical
